Time,P_H2_In,F-H-735,F-H-725,dP_HS,dP_NS,F_H2O,F_H2O_kg/s,dP_H2O,T_HS_In,T_HS_Out,T_NS_In,T_NS_Out,T_H2O_In,T_H2O_Out
[s],[bar],[kg/h],[kg/h],[bar],[bar],[m**3/h],[kg/s],[bar],[K],[K],[K],[K],[degC],[degC]
1696,45.2,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,209.57,310.82,271.51,306.76,37.5,36.4
1697,45.2,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,209.74,310.79,271.59,306.76,37.5,36.5
1698,45.17,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,209.84,310.79,271.64,306.76,37.5,36.4
1699,45.17,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,209.94,310.85,271.64,306.76,37.5,36.4
1700,45.15,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,210.14,310.82,271.74,306.76,37.5,36.5
1701,45.1,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,210.24,310.85,271.82,306.76,37.5,36.4
1702,45.1,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,210.34,310.85,271.87,306.81,37.5,36.5
1703,45.12,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,210.55,310.85,271.87,306.81,37.5,36.4
1704,45.12,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,210.65,310.82,271.95,306.81,37.5,36.4
1705,45.03,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,210.75,310.85,271.97,306.81,37.5,36.5
1706,45,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,210.95,310.85,271.97,306.81,37.5,36.5
1707,45.03,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,211.05,310.87,272.02,306.81,37.5,36.4
1708,45.03,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,211.12,310.85,272.07,306.89,37.5,36.5
1709,45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,211.3,310.85,272.13,306.86,37.5,36.5
1710,45,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,211.42,310.85,272.13,306.86,37.5,36.5
1711,44.97,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.5,211.5,310.85,272.18,306.86,37.5,36.5
1712,44.97,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,211.65,310.85,272.25,306.86,37.5,36.5
1713,44.95,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,211.75,310.85,272.25,306.89,37.5,36.4
1714,44.92,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,211.87,310.87,272.28,306.89,37.5,36.5
1715,44.92,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,212.05,310.87,272.33,306.89,37.5,36.5
1716,44.92,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,212.13,310.85,272.38,306.89,37.5,36.5
1717,44.92,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,212.18,310.85,272.38,306.89,37.5,36.5
1718,44.88,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,212.35,310.92,272.41,306.89,37.6,36.5
1719,44.85,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,212.45,310.9,272.46,306.86,37.6,36.5
1720,44.85,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,212.55,310.9,272.46,306.86,37.5,36.5
1721,44.85,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,212.75,310.9,272.48,306.86,37.5,36.5
1722,44.83,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,212.85,310.9,272.56,306.86,37.5,36.5
1723,44.8,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,212.95,310.9,272.59,306.89,37.6,36.5
1724,44.77,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,213.13,310.92,272.59,306.86,37.5,36.5
1725,44.77,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,213.25,310.95,272.64,306.86,37.5,36.5
1726,44.77,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,213.33,310.92,272.69,306.89,37.5,36.5
1727,44.72,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,213.5,310.9,272.69,306.92,37.6,36.5
1728,44.72,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,213.63,310.92,272.74,306.92,37.5,36.5
1729,44.72,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,213.68,310.95,272.79,306.92,37.6,36.5
1730,44.7,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,213.8,310.95,272.79,306.92,37.6,36.5
1731,44.68,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,213.98,310.95,272.89,306.92,37.6,36.5
1732,44.68,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,214.08,310.9,272.89,306.92,37.6,36.5
1733,44.68,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,214.28,310.95,272.92,306.92,37.5,36.5
1734,44.63,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,214.36,310.95,272.92,306.92,37.6,36.5
1735,44.65,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,214.48,310.95,272.94,306.92,37.6,36.5
1736,44.63,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,214.66,310.95,272.99,306.92,37.6,36.5
1737,44.63,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,214.76,310.92,272.99,306.92,37.6,36.5
1738,44.57,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,214.88,310.95,273.05,306.92,37.6,36.5
1739,44.55,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,214.96,310.92,273.1,306.92,37.6,36.5
1740,44.55,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,215.06,310.95,273.12,306.92,37.6,36.6
1741,44.52,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,215.21,310.95,273.12,306.92,37.6,36.5
1742,44.52,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,215.36,310.92,273.22,306.92,37.6,36.5
1743,44.5,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,215.46,310.95,273.28,306.97,37.6,36.5
1744,44.47,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,215.56,310.95,273.28,306.97,37.5,36.5
1745,44.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,215.74,310.95,273.3,306.97,37.6,36.5
1746,44.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,215.86,310.9,273.38,306.99,37.5,36.5
1747,44.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,215.94,310.95,273.4,306.99,37.6,36.5
1748,44.43,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,216.09,310.95,273.4,307.02,37.6,36.5
1749,44.4,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,216.24,310.92,273.45,307.02,37.5,36.5
1750,44.4,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,216.31,310.95,273.51,307.02,37.6,36.5
1751,44.4,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,216.49,310.92,273.51,307.02,37.5,36.5
1752,44.35,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,216.59,310.95,273.61,307.02,37.6,36.5
1753,44.35,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,216.69,310.9,273.66,307.02,37.6,36.5
1754,44.35,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,216.89,310.95,273.71,307.05,37.5,36.5
1755,44.32,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,217.01,310.95,273.71,307.02,37.6,36.5
1756,44.32,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,217.09,310.95,273.74,307.02,37.6,36.5
1757,44.3,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,217.32,310.98,273.79,307.05,37.5,36.5
1758,44.3,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,217.42,311,273.79,307.05,37.6,36.5
1759,44.28,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,217.49,311,273.81,307.05,37.6,36.5
1760,44.28,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,217.67,311,273.92,307.07,37.6,36.6
1761,44.25,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,217.74,310.95,273.94,307.05,37.6,36.6
1762,44.2,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,217.87,310.98,273.94,307.07,37.6,36.5
1763,44.2,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,218.04,311,274.02,307.07,37.6,36.5
1764,44.17,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,218.14,310.98,274.04,307.07,37.5,36.5
1765,44.17,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,218.27,310.98,274.04,307.1,37.6,36.5
1766,44.15,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,218.47,311,274.12,307.1,37.6,36.5
1767,44.15,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,218.57,311.03,274.15,307.07,37.5,36.5
1768,44.15,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,218.64,311.03,274.15,307.12,37.6,36.5
1769,44.12,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,218.87,311.03,274.2,307.12,37.6,36.5
1770,44.12,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,218.97,311.05,274.25,307.12,37.5,36.5
1771,44.12,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,219.05,311.03,274.3,307.12,37.6,36.5
1772,44.08,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,219.27,311.03,274.3,307.12,37.6,36.6
1773,44.05,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,219.37,311.05,274.38,307.12,37.6,36.5
1774,44.05,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,219.47,311.03,274.43,307.12,37.6,36.5
1775,44.05,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,219.62,311.03,274.43,307.12,37.6,36.6
1776,44.05,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,219.75,311.03,274.48,307.12,37.6,36.6
1777,44,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,219.8,311,274.53,307.17,37.6,36.6
1778,44,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,220,310.95,274.55,307.12,37.6,36.6
1779,44,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,220.07,311,274.55,307.12,37.6,36.6
1780,43.97,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,220.17,311,274.63,307.12,37.6,36.6
1781,43.95,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,220.35,311.03,274.68,307.12,37.6,36.6
1782,43.92,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,220.43,310.95,274.68,307.17,37.6,36.6
1783,43.92,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,220.58,311,274.73,307.17,37.6,36.6
1784,43.9,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,220.78,311,274.76,307.23,37.6,36.6
1785,43.88,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,220.88,310.95,274.84,307.2,37.6,36.6
1786,43.85,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,220.96,311,274.84,307.23,37.6,36.6
1787,43.83,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,221.13,311,274.89,307.23,37.6,36.6
1788,43.83,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,221.26,311.03,274.94,307.2,37.6,36.6
1789,43.83,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,221.36,311.03,274.94,307.23,37.6,36.6
1790,43.77,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,221.56,311,275.01,307.23,37.6,36.6
1791,43.77,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,221.63,311.03,275.04,307.23,37.6,36.6
1792,43.77,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,221.74,311.03,275.07,307.2,37.6,36.6
1793,43.75,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,221.94,311.03,275.07,307.23,37.6,36.6
1794,43.75,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,222.04,311,275.14,307.23,37.6,36.6
1795,43.72,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.53,222.11,310.95,275.17,307.23,37.6,36.6
1796,43.72,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,222.31,310.98,275.17,307.23,37.6,36.6
1797,43.7,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,222.39,310.98,275.24,307.23,37.7,36.6
1798,43.65,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,222.49,310.95,275.3,307.23,37.6,36.6
1799,43.65,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,222.69,310.98,275.3,307.23,37.6,36.6
1800,43.65,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,222.84,310.98,275.3,307.23,37.6,36.6
1801,43.65,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,222.84,311,275.35,307.23,37.6,36.6
1802,43.6,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,223.04,311,275.42,307.23,37.7,36.6
1803,43.6,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,223.14,311.03,275.42,307.25,37.6,36.6
1804,43.6,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,223.3,311.08,275.45,307.25,37.6,36.6
1805,43.52,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,223.5,311.05,275.53,307.23,37.6,36.6
1806,43.5,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,223.6,311.05,275.53,307.25,37.6,36.6
1807,43.47,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,223.7,311.08,275.55,307.25,37.6,36.6
1808,43.47,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,223.8,311.08,275.63,307.25,37.6,36.6
1809,43.47,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,224,311.08,275.65,307.25,37.7,36.6
1810,43.43,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,224.13,311.08,275.65,307.28,37.6,36.6
1811,43.45,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,224.23,311.08,275.76,307.28,37.6,36.6
1812,43.4,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,224.4,311.08,275.76,307.3,37.6,36.6
1813,43.4,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,224.5,311.08,275.76,307.3,37.6,36.6
1814,43.37,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,224.6,311.08,275.81,307.3,37.7,36.6
1815,43.37,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,224.81,311.11,275.88,307.33,37.6,36.6
1816,43.35,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,224.93,311.08,275.88,307.3,37.6,36.6
1817,43.35,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,225.03,311.11,275.91,307.3,37.6,36.6
1818,43.35,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,225.23,311.11,275.96,307.33,37.7,36.6
1819,43.3,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,225.33,311.08,276.01,307.33,37.6,36.6
1820,43.3,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,225.54,311.11,276.06,307.33,37.6,36.6
1821,43.3,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,225.59,311.08,276.06,307.33,37.6,36.6
1822,43.28,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,225.69,311.11,276.09,307.33,37.7,36.6
1823,43.25,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.5,225.89,311.13,276.14,307.33,37.7,36.6
1824,43.2,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.5,225.99,311.11,276.14,307.33,37.7,36.6
1825,43.2,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,226.06,311.11,276.17,307.33,37.7,36.7
1826,43.2,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.5,226.19,311.05,276.19,307.33,37.7,36.7
1827,43.15,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.5,226.37,311.11,276.19,307.33,37.6,36.7
1828,43.15,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,226.47,311.13,276.27,307.33,37.7,36.7
1829,43.15,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,226.54,311.11,276.29,307.33,37.7,36.7
1830,43.12,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,226.79,311.08,276.29,307.36,37.7,36.7
1831,43.12,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,226.89,311.05,276.34,307.36,37.7,36.7
1832,43.1,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,226.97,311.11,276.4,307.33,37.7,36.7
1833,43.1,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,227.12,311.11,276.4,307.36,37.7,36.7
1834,43.08,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,227.27,311.11,276.45,307.36,37.7,36.7
1835,43.05,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,227.42,311.11,276.47,307.33,37.7,36.7
1836,43.03,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,227.52,311.08,276.52,307.36,37.7,36.7
1837,43.03,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,227.72,311.11,276.52,307.36,37.7,36.7
1838,42.97,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,227.83,311.13,276.6,307.36,37.7,36.7
1839,42.97,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,227.98,311.11,276.65,307.36,37.7,36.7
1840,42.95,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,228.15,311.11,276.65,307.38,37.7,36.7
1841,42.95,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,228.23,311.11,276.68,307.38,37.7,36.7
1842,42.92,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,228.3,311.13,276.75,307.36,37.7,36.7
1843,42.9,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,228.43,311.08,276.75,307.41,37.7,36.7
1844,42.9,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,228.61,311.05,276.83,307.41,37.7,36.7
1845,42.85,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,228.73,311.11,276.88,307.41,37.8,36.6
1846,42.85,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,228.83,311.11,276.88,307.41,37.7,36.7
1847,42.85,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,229.03,311.13,276.96,307.41,37.7,36.6
1848,42.85,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,229.13,311.13,276.98,307.43,37.7,36.6
1849,42.8,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,229.26,311.13,277.06,307.43,37.7,36.6
1850,42.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,229.44,311.11,277.06,307.43,37.7,36.7
1851,42.77,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,229.56,311.13,277.09,307.43,37.7,36.7
1852,42.77,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,229.64,311.13,277.16,307.46,37.7,36.7
1853,42.75,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,229.79,311.13,277.16,307.48,37.7,36.7
1854,42.75,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,229.99,311.16,277.19,307.48,37.7,36.7
1855,42.72,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,230.12,311.16,277.29,307.46,37.7,36.7
1856,42.72,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,230.17,311.16,277.29,307.46,37.7,36.7
1857,42.7,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,230.29,311.13,277.32,307.46,37.7,36.7
1858,42.7,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,230.5,311.16,277.39,307.48,37.7,36.7
1859,42.68,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,230.62,311.13,277.39,307.48,37.7,36.7
1860,42.68,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.52,230.7,311.16,277.44,307.48,37.7,36.8
1861,42.65,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,230.87,311.16,277.49,307.51,37.7,36.7
1862,42.63,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.5,230.95,311.13,277.55,307.51,37.7,36.7
1863,42.6,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.5,231.05,311.16,277.55,307.51,37.7,36.7
1864,42.6,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,231.28,311.16,277.6,307.51,37.7,36.8
1865,42.57,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,231.35,311.16,277.7,307.51,37.7,36.8
1866,42.55,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.53,231.46,311.16,277.7,307.54,37.7,36.8
1867,42.52,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.5,231.68,311.16,277.75,307.54,37.7,36.7
1868,42.52,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,231.81,311.16,277.8,307.59,37.7,36.8
1869,42.5,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,231.88,311.16,277.8,307.54,37.7,36.8
1870,42.47,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,232.06,311.16,277.85,307.54,37.7,36.8
1871,42.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,232.21,311.16,277.9,307.54,37.7,36.8
1872,42.45,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,232.31,311.16,277.98,307.54,37.8,36.8
1873,42.45,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,232.49,311.16,277.98,307.56,37.8,36.8
1874,42.4,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,232.64,311.18,278.06,307.56,37.7,36.8
1875,42.4,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,232.72,311.16,278.11,307.56,37.7,36.8
1876,42.4,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,232.79,311.18,278.11,307.56,37.8,36.8
1877,42.35,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,233.02,311.16,278.16,307.56,37.8,36.8
1878,42.32,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,233.1,311.16,278.21,307.59,37.8,36.8
1879,42.3,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,233.22,311.16,278.21,307.59,37.8,36.8
1880,42.3,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,233.43,311.16,278.26,307.59,37.7,36.8
1881,42.28,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,233.55,311.16,278.34,307.56,37.8,36.8
1882,42.28,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,233.68,311.18,278.41,307.59,37.8,36.8
1883,42.25,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,233.83,311.16,278.41,307.61,37.8,36.8
1884,42.25,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,233.9,311.18,278.44,307.61,37.8,36.8
1885,42.2,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,234.13,311.18,278.54,307.64,37.8,36.7
1886,42.2,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,234.23,311.18,278.54,307.64,37.8,36.8
1887,42.17,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,234.33,311.16,278.59,307.64,37.8,36.8
1888,42.15,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,234.56,311.18,278.62,307.64,37.7,36.8
1889,42.15,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,234.66,311.18,278.7,307.64,37.8,36.8
1890,42.15,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,234.79,311.23,278.7,307.64,37.8,36.8
1891,42.1,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,234.89,311.18,278.75,307.64,37.7,36.8
1892,42.05,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,235.09,311.18,278.82,307.64,37.7,36.8
1893,42.05,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,235.19,311.26,278.82,307.64,37.7,36.8
1894,42.05,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,235.29,311.23,278.82,307.64,37.8,36.8
1895,42,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,235.5,311.26,278.9,307.64,37.7,36.8
1896,41.97,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,235.62,311.23,279,307.67,37.8,36.8
1897,41.97,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,235.7,311.23,279,307.64,37.8,36.8
1898,41.97,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,235.95,311.26,279.03,307.64,37.8,37.1
1899,41.92,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.53,236.03,311.26,279.08,307.64,37.7,36.8
1900,41.9,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.53,236.15,311.26,279.08,307.67,37.7,36.9
1901,41.9,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,236.33,311.26,279.13,307.67,37.8,36.8
1902,41.9,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,236.41,311.26,279.18,307.67,37.8,36.8
1903,41.87,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,236.51,311.26,279.23,307.67,37.8,36.8
1904,41.83,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,236.71,311.29,279.23,307.67,37.8,36.8
1905,41.83,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,236.83,311.29,279.31,307.69,37.8,36.8
1906,41.83,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.51,236.94,311.26,279.36,307.69,37.8,36.8
1907,41.8,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.51,237.16,311.31,279.36,307.69,37.8,36.9
1908,41.75,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,237.26,311.29,279.44,307.69,37.8,36.8
1909,41.75,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,237.34,311.29,279.49,307.74,37.8,36.8
1910,41.75,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,237.62,311.29,279.49,307.72,37.8,36.8
1911,41.7,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,237.69,311.31,279.54,307.72,37.8,36.8
1912,41.68,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.51,237.79,311.31,279.62,307.69,37.8,36.8
1913,41.68,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,238.05,311.31,279.67,307.72,37.8,36.8
1914,41.68,-0.15,0.03,-0.01,-0.01,3.02,0.891,0.51,238.12,311.34,279.67,307.74,37.8,36.8
1915,41.65,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.52,238.25,311.34,279.74,307.74,37.8,36.8
1916,41.63,-0.14,0.03,-0.01,-0.01,3.02,0.891,0.5,238.48,311.34,279.8,307.74,37.8,36.8
1917,41.6,-0.14,0.03,-0.01,-0.01,3.01,0.888,0.52,238.6,311.34,279.8,307.74,37.8,36.8
1918,41.6,-0.15,0.03,-0.01,-0.01,3.01,0.888,0.52,238.68,311.34,279.85,307.74,37.8,36.8
